Date,Price,Price_scaled,Price_delta,Tweets,Agg_count,Agg_retweet,Agg_favorite,Subjectivity_mean,Polarity_mean,Polarity_scaled,Polarity_delta,Favorite_scaled,Retweet_scaled
2021-12-02,295.75,0.8874458874458875,,"  Great quote. stolen &amp; disseminatedTalk is cheap. Criticism is easy.  Better to be “the man in the arena” 🏟 ⚔️   You’re welcome 😉 
Good spot 🦅 👁: ODC purchased 92K durum wheat on CFR basis  as following 
Viterra 25k P1 682.56 USD, 
Viterra 17K P3 684.09USD, 
Casillo 25K P2…: ODC Tunisia  purchased 25k x 4  barley from Viterra on CFR basis 
P1 at 353.97 usd
P2 at 354.73 usd
P3 at 355.46 usd
P4 at 355.…: ODC Tunisia  purchased 25k x 4 soft wheat on CFR basis as following 
Bunge P1 382 usd
Casillo P2 385.68 usd
Casillo P3 387.68 u… First world problems eh
On y’a bike 🚲! From the caption it’s “Adobe stock” 😆 

I think you’re right. It looks like barley !

You win a prize 🏆 from  We scare because we want to protect &amp; increase our budgets (MI6 &amp; FBI )AMIS... is a HIT !🎯
_A &amp; AMIS team🙏 
Thanks for the MKT MONITOR information ℹ️   
Sharing is caring 🤗 
    it better not be... as it will be rejected....🌾 ""Wheat prices could rally into the first quarter of 2022""

Bakers should “buy the breaks &amp; cover about 30 to 45 days’ worth of flour while volatility continues.."" 🍞 🥖

Opinions make markets &amp; I agree that wheat prices should firm up 🔜 
 
  😉 A valid point! 
New crop inverse 🔄💥 Jordan 🇯🇴 Wheat Tender no. 50.2021.66
Closing today 2/12/2021

🥇 Ameropa sold 60K at $351.5 for second half June 2022. 

Congratulations 🥳 👏 🎉  

4 other Participants’ offers 

CHS $393.35

Nibulon $398

Cargill $403

Dolje -Cerealcom 🤷🏼‍♂️ (no price divulged 🤐 !)  Sorry that you didn’t win Jack &amp;  , but congratulations 👏 to Nicole. No doubt a worthy winner !💥 TUNISIA 🇹🇳 BOOKED 

MILLING WHEAT 🌾 Bunge for Position 1 (P1) &amp; Casillo P2 &amp; P3 &amp; Cofco P4

Barley : all sold by Viterra

Durum wheat 🌾 🍝 
Viterra P1 &amp; P3 
Casillo P2 &amp; 
Finagrit P4

Prices &amp; quantities &amp; Line ups of other offers are all below 👇 ⬇️ 
Happy reading 📖 🤓 💻    A friend in need is a friend in deed.🇹🇷 🌾 Turkey has imported 3.815 MMT of Wheat so far this season, mostly from Russia ( 63% ). 

However, the share of 🇷🇺 origin is Lower that usual as Turkish buyers are seeking cheaper options, like Argentina 🇦🇷 

Russia 🇷🇺 has been selling a lot more to Iran 🇮🇷 this season too! Soren Schroder interview 👇 💥 SAUDI ARABIA 🇸🇦 wants to buy the dip! 🎢 

SAGO 535 KMT Milling Wheat 12.5% protein tomorrow
Deadline midnight 3.12.21

🚢 Arrival in Saudi ports in May to July 2022 
9 X 60K shipments 

Yanbu (180,000MT)
Dammam  (180,000MT)
Jeddah (120,000MT)
Jizan  (55,000MT)",20.0,28.0,64.0,0.3396270743145743,0.24189258658008658,0.37933143709267647,0.24780512622250167,0.20125786163522014,0.0007213334363809671
2021-12-01,287.25,0.8138528138528138,-0.07359307359307365,"Black Sea Futures:

🌾Black Sea Wheat- 75.5kt traded

BSW Dec21 traded 340 (2.5kt)
BSW Jan22 $345.5-346 (12.5kt)
BSW Mar22 traded 350-352 (50.5kt)
BSW Jul22 traded 301 (10kt)

🌽Black Sea Corn Futures- 25kt traded

BSC Feb22 $ 265 (10kt)
BSC Mar22 $ 263.5-265 (15kt)
 To do that shrugging emoji:-

Typo ‘dunno’ 🤷🏼‍♂️ 🤷 🤷‍♀️ ( could be hit)_andre: 🇷🇺🇺🇦 We are doing a webinar on December 9 on Black Sea grain markets ($99): crop, exports, prices, RU regulation (higher t…_Cycles  Or no strings attached socks 🧦… Nope!    _WSS        Alright for you then! Inevitably promising :)💥 TUNISIA 🇹🇳 ALSO TENDERS DURUM WHEAT 🌾  TOMORROW (FOR MILLING WHEAT 🌾 &amp; BARLEY see previous tweet) 💥 TUNISIA 🇹🇳 TENDERS TOMORROW FOR MILLING WHEAT 🌾 &amp; BARLEY &amp; DURUM 🌾 👇 💥 Jordan 🇯🇴 Barley tender today 

6 Participants:

Bunge 
Viterra 
Cargill 
CHS
ETG 
Ameropa

Ameropa sold 60 k $ 307 16-30 June 2022. 
A sharp price vs other offers!

Other prices allegedly 🧂 

Viterra $345 May 
Viterra $342 June 
CHS $339 June 
Cargill $323 May 
ETG $339 May Another bull disagrees with a bear 🐻?   _WSS         Not the easiest times for those of us based in Europe … 🥱 we are +7 hours ahead of 🇺🇸 CT",13.0,30.0,31.0,0.16435897435897437,-0.0008974358974358979,0.1315263108701748,-0.014568599349887329,0.09748427672955975,0.0007728572532653219
2021-11-30,285.5,0.7987012987012987,-0.015151515151515138,"_Cycles  You can never have too much socks… 🧦 x 🧦Black Sea Futures 114kt traded tdy

🌾Black Sea Wheat  85kt 

BSW Dec21 $ 338-340 (15kt)
BSW Jan22 $345 (5kt)
BSW Mar22 $349-357.5 (45kt)
BSW Jul22 $307-308 (15kt)
BSW Aug22 $302 (5kt)

🌽Black Sea Corn 29kt 

BSC Dec21 $265 (2.5kt)
BSC Feb22 $265 (2.5kt)
BSC Mar22 $265-266 24kt  Agree. Milling wheat tight. Buy Q1 '22 &amp; Q2 '22 !   let's see. 
Prices can yo-yo &amp; then climb back as fast as they fell.💥 ETHIOPIA 🇪🇹 🌾ETBC 400k mt 🌾wheat tender 

37 bidders bought docs. 

Only 3 brave enough to offer ( no prices yet)

1. United Africa Group
2. Promising International
3. Global Force

Cargill shipping 200k mt in UNOPS tender.  1st vessel discharging 46'900 mt 🇷🇺 🌾 @ Djibouti bears threatening, but a Bull is still at the wheel 😉  buy the dip Darty ! .... 😉 &amp; hit the bullseye 🎯 🎯Too early to get bearish on wheat 🌾 BUY THE DIP!
🐮 🐮 🐮 🐮 🐸 Grains🛍 in GMO ( GET ME OUT) mode on MATIF
WHEAT 🌾 : - 26 €/Mt 
CORN 🌽 : - 25 €/Mt
RAPESEED: - 71 €/Mt  

Oil markets dragging other commodities down ✈️ 🛢 AI 🤖 AI 🤖 AI 🤖 AI 🤖 AI 🤖 AI 🤖 AI 🤖 

Artificial intelligence could revolutionize geopolitics over the next decades 🇬🇧 🇺🇸 🇨🇳 🇷🇺   unroll thread please 🪡 🧵    ..the goose ?  you mean foie gras?    _rodrigo  🚬 Please tweet the charts, not just a screen shot 🇪🇬 🌾 GASC Pac-Man infographic .. this season there is no PacMan ⬇️ _grains: Egypte 🇪🇬
Le GASC a acheté 600 KT de blé 🌾, un record ! Le prix moyen se situe autour de 378.33 $/T CAF.
4 bateaux russe…Russian Fertilizer exports limitation may seriously hurt some Russian producers. Moreover besides the official restrictions there are reports of informal orders to slow down fertiliser exports with additional inspections etc to slow the flow for export.  🏴󠁧󠁢󠁳󠁣󠁴󠁿 HAPPY ST. ANDREW’S DAY! 🏴󠁧󠁢󠁳󠁣󠁴󠁿 ""latha fèill Anndrais sona dhuibh!” Cheers 🥃       latha fèill Anndrais sona dhut! USD 💰💲💵",20.0,16.0,74.0,0.24155423280423277,0.01337632275132275,0.14609491022006213,-0.049079538660340594,0.23270440251572327,0.00041219053507483833
2021-11-29,297.5,0.9025974025974026,0.10389610389610393," Not yet. It’ll be higher in January: GASC- Big size, big price.. Buys 600kmt from Romania/Ukr/Rus at av. FOB $352.38/ CnF $378.33- a fresh high, this vs $34…💥🤯🤯💥 🇪🇬 🌾 GASC BOOKED 600,000 MT 🌾 
10 x 60k vessels 🚢 👇⬇️  FINANCIAL TIMES COMMODITIES SUMMIT 
21-23 March 2022 at HOTEL BEAU RIVAGE, LAUSANNE, SWITZERLAND 🇨🇭  🤯🤯 💥 GASC might buy 9 cargos ⁉️🤷🏼‍♂️ 

CHS has matched GrainExport price

ADM has reduced 5 dollars 50 cents on other cargo 

GASC are now asking GTCS for a discount.

Buying big most likely , but cancelling still remains a possibility, if Futures are in free fall!  They won’t though..
( IMHO) LDC might think otherwise:)🤯 💥 GASC haggling update: LDC has reduced by $3/MT &amp; doubled volume to 120 KMT‼️

GASC might buy 7 cargos⁉️ 💥 GASC might buy big❗️

Aston allegedly has matched ADM price❗️

LDC agent has now been invited in to negotiate : 🇪🇬❤️🇷🇴🌾Romania wheat leads again at GASC’s tender - 
 
🚢09 – 20 Jan shipment
  
🇷🇴⭐️RO origin again offer… _Devitt  Unrelated imho, fwiw💥 GASC tender negotiations are ongoing. 
Al Dahra &amp; Solaris invited in to reduce prices, but both refused to give any discounts.

ADM has allegedly reduced price by $2.13 /mt 😮 

GrainExport agent has been called in to haggle.

It looks like 3 cargos, so far. VTB might exit grain business &amp; consider an IPO for their grains business ( Demetra Holding ) “in a few years' time” Chief Executive Andrey Kostin told Reuters _Devitt 
 

 💥🇪🇬🌾GASC “landed” Offers today (FOB + 🚢 FREIGHT) for 9-20 January 2022 delivery ( it’s not C&amp;F, so the parity is not “shipment”)  💥🇪🇬🌾GASC Offers today 

🚢 9-20 January 2022 delivery

Supplier- origin- FOB Price:
Al Dahra 🇷🇴  $ 350.85 
Solaris 🇷🇺  $351.37
GTCS 🇷🇺 $362 
Soufflet🇫🇷 $361.95
ADM 🇷🇺  $354.50 
ADM 🇷🇴  $359
LDC 🇺🇦  $355
Grainexport🇷🇴  $356.50
CHS 🇷🇴  $358.40
Viterra  🇫🇷 $359.79
Aston🇷🇺 $355.50 “You can't change what happened, but you can choose what happens next...” (Mel Robbins via  email, 📧 ""friday five"")

aka ""there is No use crying over spilt milk"" 🥛💥🇪🇬🌾 GASC wheat 🌾 tender today for 🚢 
9-20 Jan 2022 delivery
🏦 Payment @ Sight LC👀   Both versions are disgusting 🤢 C pas vrai 

( au moins pour un Rosbif!) C pas vrai Vevey nice indeedThe moral of the story is...  Help others ....    😆 excellent Bunge ( as I recall ): Under communism, we had Black Friday every single day.  _Point Je viens de voir ce tweet
Négligence, je crois_Point Well .. tarpaulins are are easily removed 
Pigs 🐷/ wild boars 🐗 are more problematic for importers with mostly Muslim consumers .. all the wheat in the vessel was rejected as not halal_Mandersloot A rather late reply:)

Algeria 🇩🇿 apparently explicitly asked suppliers in last OAIC tender to exclude France 🇫🇷 as an origin… France’s loss is the Black Sea’s gain &amp; Poland 🇵🇱 &amp; Baltics ",28.0,2136.0,124.0,0.2870408163265306,0.0614625850340136,0.19517444888040272,-0.11352002931589808,0.389937106918239,0.05502743643249092
2021-11-26,302.75,0.948051948051948,0.045454545454545414,"💥 🇪🇬 🌾 GASC has announced a wheat 🌾 tender for Monday  29-November 2021 for 🚢 delivery 09-20 January 2022  

🏦 Payment “at Sight” LC 👀 

.. it was inevitable that we’d get a tender soon after the announcement 📢 📣 of sufficient stocks  Great …. 🤧 _Point thanks 🙏🏻 ☝️Russian grain export taxes, update

01.12 - 07.12: 
🌾 80,8 $ (+2,5) 
🌽 54,3 $ (+0,7) 
Barley 68,3 $ (+3,0)  Is it as good as  Russian ?  Beautiful photos.
One is Lake Geneva
Is the above in Bali ?   _Watcher Don’t wear it either !_Watcher   A low blow! Misplaced humour… didn’t mean to make you cry 😭 😪 😢     An optimistic estimate, even at the time. They took a long time to adjust it downward as well.",9.0,3.0,26.0,0.399537037037037,0.1726851851851852,0.3086944781963008,0.20481947159267672,0.08176100628930817,7.728572532653218e-05
2021-11-25,308.75,1.0,0.051948051948051965,"  For would they not fair terms concede us? 
- If hearts can house such treachery 
They are not those who used to feed us 
When we were young—they cannot be!  It reminds me of the Thomas Hardy poem 

“The Puzzled Game-Birds”

They are not those who used to feed us 
When we were young—they cannot be - 
These shapes that now bereave and bleed us? 
They are not those who used to feed us..Happy Thanksgiving to my American followers 🦃 🦃🦃 🦃🦃 🦃🦃 🦃 : With just 5 days to go, see how  's MC12 conference incorporates issues of environmental sustainability - don't miss…  _Watcher 
A bit harsh! Sorry ! : Rice 🍚 Grain Cereal 

A word about Rice, the grain which is the staple food of roughly one-half of the world popula…  It’s nominative determinism 

flannel (noun)
Speech containing a lot of words that is used to avoid telling the truth or answering a question, and is often intended to deceive: Leave out the flannel and answer the question!

(UNNECESSARY WORDS)

 _Watcher Flattery will get you everywhere 

Flannery won’t.    In English we’d rather say EXW ( or ex- warehouse ) rather than EX-Antrepo 

(Antrepo seems to be an anglicisation of “entrepôt », the French word for warehouse ) Are you mocking it?
It doesn’t even know it’s a mockingbird or a mockingjay See my tweets for deets 😆💥 GASC Local Vegoil Tender

Arrival  5-25/1/22

Alex 5k mt SBO @ 22480 🇪🇬 💷=$1426.40

Soyven 10k mt SBO @ EGP 22480 =$1426.40

- Safa 6k SBO @ 22480 =$1426.40

C3M 3k mt SBO @ 22480 EGP =$1426.40

Maged: 12k mt SBO @ 22480 EGP
=$1426.40

Evergreen 3k mt SBO @ 22480 =$1426.40💥 GASC SBO/ SFO 🌻RESULT OF VEGOIL TENDER TODAY ( local tender results to be tweeted separately 🔜)  Gorbachev : Perestroika; Glasnost &amp; the various repercussions of capitalism.. such as fast food &amp; this classic 📺 advert for 🍕   via   you pay peanuts 🥜.... you get monkeys 🐵  🐒
two for the price of none!There is no punchline....  🥊 _Point: 🇹🇷TMO (Turkey) provisional results for Milling Wheat optional origin 🥐🥪🥖
25.11.2021 💥 GASC SBO/ SFO 🌻 INTERNATIONAL VEGOIL TENDER TODAY - offers TMO WHEAT 🌾 provisional results.. last , but not least !

Samsun - 25k mt - Rolweg - 383.60$ (12.5pro - EXW)

Karasu - 25k mt - GTCS - 394.90$ (13.5pro - CFR)

Trabzon * 10k mt - GTCS - 390.80$ (13.5pro - CFR)

* In 2008 I sold 12% wheat to TMO to Trabzon at $535 CnF 😮TMO WHEAT 🌾 TENDER Provisional results -not official, page 3 📄 

Bandirma 50k mt  GTCS - 390.90$ (13.5pro - CFR)
- Tekirdag - 25k mt - Aston - 380$ (13.5pro - EXW)
- Tekirdag - 25k mt - Aston - 376$ (12.5pro - EXW)
- Samsun - 25k mt - Yayla Agro - 387.70$ (13.5pro - EXW)TMO provisional results page 2 📄 

Mersin 25k mt - Yayla Agro - 379.90$ (12.5pro - EXW)

Izmir - 25k mt Yayla Agro -387.40$ (12.5pro - EXW)

Izmir - 25k mt - Yayla Agro - 385.80$ (12.5pro - CFR)

Bandirma 50k mt  - GTCS - 390.90$ (13.5pro - CFR)💥 🇹🇷 TMO Wheat Tender 10/31Jan 🚢 - Subject to GM Approval (EXW - 5$):

Derince 50k mt Cargill - 381.90$ (12.5pro - CFR)
Iskenderun 25k mt - Aston - 381.79$ (13.5pro - EXW)
Iskenderun 25k mt - Grainstar 381.69$ (13.5pro - EXW)
Mersin 25k mt Aston - 384$ (13.5pro EXW)
Page 📄 1/2 ",23.0,33.0,55.0,0.1894927536231884,-0.02798913043478261,0.10387500660362407,-0.0619030219022295,0.17295597484276728,0.0008501429785918541
2021-11-24,308.25,0.9956709956709957,-0.0043290043290042934,"Word of the Day: duende “The power to attract through personal magnetism &amp; charm” 🧲 

 \doo-EN-day\Happy Thanksgiving 🦃 
⬇️ Dramatic irony? 🤗 💥 🌽Black Sea Corn Futures 11.5kt traded

BSC Dec21 traded $274 (1.5kt)

BSC Feb22 traded $276.75 (10kt)

Meh 😕 😒 😑 

_Tweets💥🌾 Black Sea Wheat 🌾 FUTURES 110.5kt  traded today  

BSW Dec21 traded $347.5-350.5 (42.5kt)
BSW Jan22 traded $359 (5kt)

BSW Mar22 traded $372-373.5 (30kt)
BSW Jul22 traded $318-324  (27.75kt)

BSW Aug22 traded  $321 (5kt)

Russians say ""The bear 🐻 dances, but the tamer collects the money 💵 "" 

Traders say,“Bears 🐻 can dance, but Bulls 🐮 collect the money 💰”  Gotcha 😉 now What was the other number?
What are they purportedly selling ? No number given ..Italy 🇮🇹 grain &amp; oilseeds sector. Italy 🇮🇹 is famed for pasta 🍝 &amp; is a large-scale importer of durum wheat 🌾 but also a big rice producer (in European terms) as well soybean producer  📰 
   You’re dead right 💀 ..   is investing🇹🇷 Turkey is a HUGE value proposition for long-term investors 💵 CORN 🌽 PORN 🌽
Top 10 Corn Producers:-
 SYZ THE DAY! 🏦 💰 💵  Which number…? _Nimitz … _ Freight lower, but fob is up .. they won’t buy cheaper than $379/MT CFR.💥 🌾 GASC tomorrow, if wheat ends the day down?

Wheat opening calls are down 1-2 cents / bushel

USA Futures Markets closed tomorrow, Thursday, 25th November 2021 for USA 🇺🇸 Thanksgiving 🎁 🙏💥 🤯🌾 Ethiopia 🇪🇹 cancelled their 300 KMT wheat tender (held Nov 9th 2021) purportedly as the price of the lone offer was ""too high"" 🤷‍♂️  

The offer was $379/MT CFR from Huyton for 150 KMT. Bad move! Prices are much, much higher now!

Huyton must be overjoyed they passed!!😮‍💨 😰🚢 For those in freight / trading CHOPT = “ in Charterer’s option”, but in Cyrillic it transliterates as SNO🤧👃🌫 .. I guess this CHOPT restaurant 👇 was named by someone involved in shipping 🚢 🛥 ⛴  I read it as CHOPT , a shipping term that means “ in Charterer’s option”  Charterers has an option to nominate any detail in a charter, for example, the “tolerance” % of the quantity of cargo, eg “50,000 metric tons 10pct. CHOPT”= 45,000 to 55,000 MT of cargo in charterer option GG is speaking his position .. again.. 🦍 

More like a cheeky Grain Monkey 🐒 
 Which Reuters girl..?

No need to dis’ Grains Girl  (or her predecessor _awadalla ) Tweeting your position again…? 
_grains  MC12 next week in Geneva! 

The “Ministerial Conference” is the highest decision-making body of the 

It's attended by all the WTO’s 164 members. Convening every 2 years, the MC can take decisions on all issues under the multilateral trade deals
_EU  : Jordan booked 120k MT Barley:

Viterra sold SH March 2022 at $331.50 PMT

Bunge sold FH April 2022 at $332 PMT

Prices…  it is hard to predict if higher fert prices will have a significant impact on yields, but they certainly it will have some impact as less will be used.AWB 🇦🇺🇮🇶 🌾 The story of the OIL for FOOD scandal &amp; the AUSTRALIAN WHEAT BOARD’s  $290 million 💰 kickbacks to Saddam Hussein 1999-2002

Another book 📕 for my Tsundoku 📚! ",28.0,19.0,93.0,0.19578420256991685,0.032661092214663644,0.16577802850585358,-0.0025422950210313433,0.29245283018867924,0.0004894762604013706
2021-11-23,308.5,0.9978354978354979,0.0021645021645021467,"  I hadn’t spotted it , but now I have !

😂 fundamenatal .. 😂: Trouble brewing in Russia? 
Dryness a short distance into the ground may remain through the winter and could become a “sleeping…Could Russia 🇷🇺 repeat the crop calamity of 2010 in 2022? 🥵 ☀️ 
NASA satellites 📡 🛰 say large swathes of Russian winter planted area are lacking moisture. 
Too early to say. Lots of weather to get through!
 Commodity geek 🤓 😆 &amp; proud!_Point: 🇹🇷TMO (Turkey) provisional results for Feed Barley optional origin 🐄🐏🐫
23.11.2021 _man  he was.... 😉: TMO BARLEY Tender Results. Last port still under negotion! 10 min left   Wheat Bears will have sore heads in spring 🐻🌱 🤨 claro  🧐 please extrapolate this idea 💡 WHEAT 🌾 PRODUCTION in Russia 🇷🇺 &amp; Ukraine 🇺🇦 
over 20 Years. 

The BLACK SEA is again the World’s “Bread basket” 🥖 🍞🧺 _andre Nope, but it’ll be Indian wheat 🌾 &amp; offered from a long position, I hope 🤞!  Shipment will be made once PB is opened &amp; LC opened 💥🚨🇪🇬 🌾 GASC TENDER TOMORROW?

🔮 ( .. if we get a sell off on Chicago today..) 

The code has been given! 

“EGYPT’S STRATEGIC WHEAT RESERVES ARE SUFFICIENT TO COVER FIVE MONTHS OF CONSUMPTION” says MINISTER TO  🕵️‍♂️ 

He protests too much🪧China 🇨🇳 China 🇨🇳 China 🇨🇳 China 🇨🇳 

🚨 Look at where “clean energy” mineral resources are produced &amp; processed 🏭 🆘 

🚗 🌬 🌞 🌊 🌳 

The Future is in China 🇨🇳 
  : $8 wheat/$10.50 springwheat is a bargain.  Demand isn’t going anywhere with the current dynamics and prices.  I think…Fertilizer &amp; Herbicide Prices Will Not Fall Before Spring .. at least 
( that saves you reading the article 📰 🗞!)  Why just dream? 
Book the flight ✈️ 🏖 🏝🇹🇷 Turkish lira school 🏫 report 👨‍🏫 

“Must TRY* harder..”

(*pun intended 🙃 TRY = code for Turkish lira) 

A weak lira is good for exports, but not all exports❗️

Turkey 🇹🇷 =largest Flour exporter 🌍 

A “Flour Power”, but exports are linked to imported Wheat bought/sold in $💰 🌾 Heat in wheat 🌾♨️ 🆘 

Yes, it rhymes…🔥🥵 🚀 

Better to be long &amp; wrong 😑 than short &amp; fired …

🌾 Wheat Shorts are sweating 😥🩳🌾📈‼️ : TMO BARLEY First Offers…. : Bears hibernate for winter, especially wheat onesTENDER TINDER.. 
Swipe left .. Swipe right 

Subscribe to FRYERS © REPORTS for daily insights &amp; information ℹ️ 

Information in FRYER REPORTS is from sources believed reliable, but may be incomplete &amp; isn't guaranteed. Reproduction 👶 &amp; transmission prohibited 🚫 CORN 🌽 PORN .. 📺 💻 

Corn 🌽 Production 🔺↗️ in Argentina 🇦🇷 &amp; Brazil 🇧🇷 over 20 Years 🌽 📈❗️

Infographic © courtesy of    _fr on n'est pas sorti de l’auberge 🏨 non plus 
€350 possible …Mais pas les prix de 2008 , à mon avis ( for what it’s worth!)    _fr Et oui .. ça c vrai ..   _fr Oui, mais à quel niveau le haut Mars 2022 ⬆️❓
€350? 🤷🏼‍♂️ 🔮 💭 🧐 🤔 
🏷 
  
_grains  
 
  🤯 💥 🌾 📈📊♨️ 
MATIF EURONEXT HISTORY MADE‼️🌾 

A New record price for wheat on _fr with yesterday close at 🥁 € 305.75 / Mt on the March 2022 expiry‼️🥖

Liberté 🗽 
Fraternité 🤝 🥂 
Blé 🌾 🥖( et blé 💶 ‼️)

J’ai bien acheté du blé 🌾 
J’ai gagné du blé 💰💷💶  I called $400 a while ago 😉Australia wheat 🌾 🇦🇺 quality downgrades‼️

Rain 🌧 down under is creating heat 🔥 🥵 in the wheat markets ♨️ 🆘 .. 

Wheat Shorts are sweating 😥🩳🌾📈‼️ 🌾 🚀 Canada 🇨🇦 had a disastrous crop due to drought &amp; now faces 🚂 backlog with freight halted in B.C. after flooding 💦 🌊 

FRYER noted “talk of a resumption of trafic this week would be a stunning achievement given the very wet forecast”

 ",30.0,68.0,120.0,0.2661482082732083,0.035151936026936025,0.16832032352688492,-0.08440918216777582,0.37735849056603776,0.001751809774068063
2021-11-22,305.75,0.974025974025974,-0.023809523809523836,"💥 🌾 50kt Black Sea Wheat Futures traded today ⚠️ 🆘 ♨️ 🚀

March Futures at $400 FOB 🔜 ⁉️❓

BSW Dec ‘21 traded $347-$353 (17kt)

BSW March‘22 traded $373-$374 (28kt) 😮 

NEW CROP BSW July’22 traded $320.50 (5kt) 

That’s a fat price for new crop…‼️

🙏🏻  _Tweets Yes indeedSo, wheat wizards 🧙‍♂️ of Oz ☝️ .. does Mr Fryer hit the bullseye? 🎯 
🐮 ..Pun intended 🐮 🎯 

 Aka Darty 🎯     🚀 WHEAT 🌾 RALLY is partly due to the rain 🌧 in Australia 🇦🇺🦘 

As FRYER wrote “persistent heavy rain across E &amp; SE 🇦🇺 during the w/e &amp; expected to last this week. Crop downgrades did the rounds with talk of 6-8 Mmt of feed wheat in NSW alone (from total crop of 11 Mmt) 😮🔥🐮 🚀 Wheat 🌾 You call this a rally⁉️

I traded 25,000 mt 12% protein milling wheat in 2008 at $535 C&amp;F Trabzon (Turkish 🇹🇷 Black Sea) which was $520 fob‼️

Russian 12.5% is still buyable at $340 fob December &amp; $350 fob January 2022

Buy now as it’s headed towards $400 in Q2 ‘22‼️  YepI'm attending REUTERS NEXT - uniting global leaders &amp; forward thinkers to reimagine solutions to the challenges the new year brings. 
Registration is free for a limited time only 🚨 
Register now   Did he have a weirder technique than Dan Biggar &gt;&gt;? did he have The Strangest Kicking Routine In Rugby?
 _RugbyWorld  
🌾 🚀 USA 🇺🇸  Wheat Futures @ highest since December 2012

🇫🇷 Euronext Matif wheat futures in Paris also at record highs today 🐸 💪 🥖 
.
""Wheat is rising because of worries about world export supplies &amp; strong import demand,"" said Mr. Rhetorical  on  Seems so💥 Bangladesh 🇧🇩 Wheat 🌾 Tender No.5
50kmt CIFLO Chittagong 
CIF Liner Out offers 
Bagadiya Bros $409.77 🤷🏼‍♂️ 🃏 
Aston $431.83 🇷🇺 
Agrocorp $437.47 🇺🇦 
National Group ( backed by GTCS 🤷🏼‍♂️ ) $441 🇷🇺  Did he flee? Maybe he turned ‘round to see who pinched his bum 🍑 🤔 
_Hecker According to  , a political &amp; economic risk analyst “While a number of cultures claim borsch to be theirs … Ukraine 🇺🇦 has the strongest claim”👨‍⚕️ 👩‍⚕️ Charlie Chaplin said that the 

""6 biggest doctors in the world 🌎 are 

Sun 🌞  
Rest 😴  
Exercise 🏃‍♂️  
Diet 🥗  
Self-respect ✊ &amp; 
Friends 👬 

Stick to them at all stages in your life &amp; enjoy a healthy life.” 

Via  Friday Five: Elon Musk asked the  to tell him how $6 billion of his cash would help tackle world hunger. It got back to him. 

  Surely his editor will appreciate his punctual professionalism..? 
He’s not a sucker, just producing as requested, unlike the others. We’ll meet again 
Don’t know where
Don’t know Wien :))

How’s lockdown? Aka Vienna :))I joined Twitter 10 years ago today 🎂 🎉 MyTwitterAnniversary  Massive: Team spirit 💯

_Lawes | ENGvRSA _WSS     Inshallah   _grains I often know the line ups &amp; sales before both R&amp;B &amp; I mostly tweet the prices in tenders before they do, unfiltered.

I don’t say that tenders have been cancelled, like you have recently … you cheeky monkey 🐵 🐒 .._garrod Near Dr. Duncan S. :) 👓    _WSS Sorry that I missed it. Had other plans on a Saturday afternoon/evening 🍷   can comment better than I   _grains He’s a grain monkey 🐒 more than a gorilla 🦍 Yes, Jörmungandr is a Norse serpent that grew so large that it was able to surround the Earth &amp; grasp its own tail. An example of an ouroboros. The Master was in the room, just not on stage this year 😉INDIA 🇮🇳 FARM REFORM U-TURN AFTER A YEAR OF FARMER PROTESTS 👩‍🌾 😡 👨‍🌾 😤 🧑‍🌾 😠 🚜 🧲   MSP will be given by Government as before, much to farmers’ relief 😮‍💨 _paharia ",31.0,519.0,150.0,0.3348981753014011,0.11785283712703068,0.25272950569466074,-0.007294795641912766,0.4716981132075472,0.01337043048149007
2021-11-19,297.0,0.8982683982683982,-0.0757575757575758," _nishanov Многие не знают про голодомор в Казахстане. 
    _UNOG  _Devitt  Algeria 🇩🇿 OAIC bought around 600,000 MT of wheat 🌾 in their tender this week , but only 250,000
MT from Russia 🇷🇺 Isn’t it? 😂👩‍🌾 🙃 If you want to convince someone to become a farmer show them this hilarious sketch ✍️ 🌽 🐓 🐄 🐑 ",4.0,4.0,35.0,0.5,0.125,0.2600243013365735,-0.04252733900364525,0.11006289308176101,0.00010304763376870958
