Date,Price,Price_scaled,Price_delta,Tweets,Agg_count,Agg_retweet,Agg_favorite,Subjectivity_mean,Polarity_mean,Polarity_scaled,Polarity_delta,Favorite_scaled,Retweet_scaled
2019-07-29,39.326378,0.44470804844866146,,"These are deliberate steps we are taking to make Pfizer a very different company - one that is even better equipped to fulfill our purpose: Breakthroughs that change patients’ lives.Our pipeline is producing new medicines. Our commercial strategy is helping us reach millions of patients around the world. And most important, we continue to see volume gains, as opposed to pricing gains, driving our business.We expect to close the Array acquisition very soon. And we just announced the proposed agreement with Mylan for our Upjohn business. When all these actions are complete, Pfizer will be a smaller, more focused, science-based company with a singular focus on innovative Pharma.I just wrapped our second-quarter 2019 analyst call where I addressed our recent activities to re-shape . We recently completed the Therachon acquisition and are about to create the JV with GSK for our consumer business.Congratulations to Michael Goettler on being named CEO of the combined company. Having worked closely with him for many years I'll be sorry to see him leave Pfizer, but I know he is the right person to help it seize the opportunity that lies ahead.  Today's announcement reflects our sharpened focus on innovative medicines and will strengthen our ability to fulfill our purpose: Breakthroughs that change patients' lives. Pfizer has agreed to combine Upjohn, our off-patent branded and generic business, with Mylan, creating a new champion for global heath - one poised to bring world-class medicines to patients across a wide range of therapeutic areas. Revenues were up 2% operationally company-wide in Q2 with the Biopharmaceuticals Group growing its topline 6% operationally. I continue to be excited with the progress of our R&amp;D pipeline. Since April 30, we have received seven approvals for new medicines or indications.It's an exciting day here at . We reported solid second-quarter 2019 financial results and announced that our Upjohn business will combine with Mylan to create a new company uniquely positioned to fulfill the world's evolving medicine needs.",9.0,117.0,555.0,0.5426695526695526,0.19904160654160655,0.4278868618154333,0.0,0.06374181692890778,0.06260206859009254
2019-07-30,36.802658,0.35343307737218566,-0.09127497107647581,Today we welcome the talented colleagues of Array BioPharma to . Their outstanding research platform and deep commitment to patients are a strong fit with our purpose: Breakthroughs that change patients’ lives. ,1.0,9.0,110.0,0.7013888888888888,0.47222222222222215,0.623015873015873,0.19512901120043974,0.012633513265188929,0.003810560696788242
2019-07-31,36.850094,0.3551486874747261,0.0017156101025404547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,36.290321,0.33490346835993046,-0.020245219114795654,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-02,36.053131,0.3263250561788529,-0.008578412181077577,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-05,35.066414,0.29063862280444247,-0.03568643337441041,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-06,35.056927,0.29029550801730186,-0.00034311478714060817,I’m PfizerProud to share the impact we’ve had on patients so far this year. We are committed to breakthroughs that change patients' lives. ,1.0,46.0,169.0,1.0,0.1,0.35714285714285715,-0.26587301587301587,0.0194096703801539,0.023952095808383235
2019-08-07,34.705883,0.2775993567221619,-0.012696151295139957,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-08,34.981026,0.28755040888598943,0.009951052163827523,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-09,34.487667,0.2697071741153656,-0.017843234770623828,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-12,33.576851,0.23676583987226735,-0.03294133424309825,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-13,33.396584,0.23024615258087086,-0.0065196872913964865,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-14,32.485767,0.19730478217093553,-0.03294137040993533,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-15,32.71347,0.2055400795648725,0.008235297393936969,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-16,32.874763,0.21137353728198774,0.005833457717115242,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-19,33.377609,0.22955988683975223,0.018186349557764492,"Investing in our employees, supporting the communities in which we work, and delivering value to our customers all support Pfizer’s purpose - Breakthroughs that change patients’ lives.I’m PfizerProud to join the 170 other CEOs of  who commit to lead their companies for the benefit of ALL stakeholders. This statement of purpose is aligned with our values at . ",2.0,19.0,118.0,0.3125,0.0625,0.3303571428571429,-0.026785714285714246,0.01355231422992994,0.009254218835057159
2019-08-20,32.836811,0.2100009334660752,-0.019558953373677024,": Infectiousdiseases &amp; AMR are significant globalhealth threats, especially in underserved communities. To help address these…",1.0,13.0,0.0,0.9375,0.1875,0.4196428571428572,0.0892857142857143,0.0,0.005988023952095809
